exercicio;instituicao;cod_ibge;uf;anexo;rotulo;coluna;cod_conta;conta;valor;populacao
2014;Prefeitura Municipal de Gravataí - RS;4309209;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;TotalReceitas;Total Receitas;619356780,51;270689
2014;Prefeitura Municipal de Gravataí - RS;4309209;RS;DCA-Anexo I-C;NA;Deduções - FUNDEB;TotalReceitas;Total Receitas;48732123,34;270689
2014;Prefeitura Municipal de Gravataí - RS;4309209;RS;DCA-Anexo I-C;NA;Outras Deduções da Receita;TotalReceitas;Total Receitas;4260487,58;270689
2014;Prefeitura Municipal de Gravataí - RS;4309209;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.0.0.0.00.00.00;1.0.0.0.00.00.00 - Receitas Correntes;572101815,34;270689
2014;Prefeitura Municipal de Gravataí - RS;4309209;RS;DCA-Anexo I-C;NA;Deduções - FUNDEB;RO1.0.0.0.00.00.00;1.0.0.0.00.00.00 - Receitas Correntes;48732123,34;270689
2014;Prefeitura Municipal de Gravataí - RS;4309209;RS;DCA-Anexo I-C;NA;Outras Deduções da Receita;RO1.0.0.0.00.00.00;1.0.0.0.00.00.00 - Receitas Correntes;4172708,67;270689
2014;Prefeitura Municipal de Gravataí - RS;4309209;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.0.0.00.00.00;1.1.0.0.00.00.00 - Receita Tributária;90877044,43;270689
2014;Prefeitura Municipal de Gravataí - RS;4309209;RS;DCA-Anexo I-C;NA;Outras Deduções da Receita;RO1.1.0.0.00.00.00;1.1.0.0.00.00.00 - Receita Tributária;4093256,60;270689
2014;Prefeitura Municipal de Gravataí - RS;4309209;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.0.00.00.00;1.1.1.0.00.00.00 - Impostos;73591315,79;270689
2014;Prefeitura Municipal de Gravataí - RS;4309209;RS;DCA-Anexo I-C;NA;Outras Deduções da Receita;RO1.1.1.0.00.00.00;1.1.1.0.00.00.00 - Impostos;2382719,21;270689
2014;Prefeitura Municipal de Gravataí - RS;4309209;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.2.00.00.00;1.1.1.2.00.00.00 - Impostos sobre o Patrimônio e a Renda;45442836,26;270689
2014;Prefeitura Municipal de Gravataí - RS;4309209;RS;DCA-Anexo I-C;NA;Outras Deduções da Receita;RO1.1.1.2.00.00.00;1.1.1.2.00.00.00 - Impostos sobre o Patrimônio e a Renda;2377637,88;270689
2014;Prefeitura Municipal de Gravataí - RS;4309209;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.2.02.00.00;1.1.1.2.02.00.00 - Imposto sobre a Propriedade Predial e Territorial Urbana ¿ IPTU;16556668,00;270689
