exercicio;instituicao;cod_ibge;uf;anexo;rotulo;coluna;cod_conta;conta;valor;populacao
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;TotalReceitas;Total Receitas;14676156,22;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Deduções - FUNDEB;TotalReceitas;Total Receitas;1723180,29;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Outras Deduções da Receita;TotalReceitas;Total Receitas;18001,53;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.0.0.0.00.00.00;1.0.0.0.00.00.00 - Receitas Correntes;13183660,33;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Deduções - FUNDEB;RO1.0.0.0.00.00.00;1.0.0.0.00.00.00 - Receitas Correntes;1723180,29;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Outras Deduções da Receita;RO1.0.0.0.00.00.00;1.0.0.0.00.00.00 - Receitas Correntes;18001,53;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.0.0.00.00.00;1.1.0.0.00.00.00 - Receita Tributária;305446,48;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.0.00.00.00;1.1.1.0.00.00.00 - Impostos;286766,88;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.2.00.00.00;1.1.1.2.00.00.00 - Impostos sobre o Patrimônio e a Renda;179359,15;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.2.02.00.00;1.1.1.2.02.00.00 - Imposto sobre a Propriedade Predial e Territorial Urbana ¿ IPTU;34943,03;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.2.04.00.00;1.1.1.2.04.00.00 - Imposto sobre a Renda e Proventos de Qualquer Natureza ¿ IR;121680,44;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.2.04.31.00;1.1.1.2.04.31.00 - Retido nas Fontes - Trabalho;121680,44;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.2.08.00.00;"1.1.1.2.08.00.00 - Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis ¿ ITBI";22735,68;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.3.00.00.00;1.1.1.3.00.00.00 - Impostos sobre a Produção e a Circulação;107407,73;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.3.05.00.00;1.1.1.3.05.00.00 - Imposto sobre Serviços de Qualquer Natureza ¿ ISSQN;107407,73;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.2.0.00.00.00;1.1.2.0.00.00.00 - Taxas;18679,60;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.2.1.00.00.00;1.1.2.1.00.00.00 - Taxas pelo Exercício do Poder de Polícia;15557,47;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.2.2.00.00.00;1.1.2.2.00.00.00 - Taxas pela Prestação de Serviços;3122,13;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.2.0.0.00.00.00;1.2.0.0.00.00.00 - Receitas de Contribuições;250311,81;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.2.1.0.00.00.00;1.2.1.0.00.00.00 - Contribuições Sociais;250311,81;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.2.1.0.29.00.00;1.2.1.0.29.00.00 - Contribuições para o Regime Próprio de Previdência do Servidor Público;250311,81;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.2.1.0.29.01.00;1.2.1.0.29.01.00 - Contribuição Patronal de Servidor Ativo Civil para o Regime Próprio;250311,81;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.3.0.0.00.00.00;1.3.0.0.00.00.00 - Receita Patrimonial;1935628,17;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Outras Deduções da Receita;RO1.3.0.0.00.00.00;1.3.0.0.00.00.00 - Receita Patrimonial;18001,53;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.3.2.0.00.00.00;1.3.2.0.00.00.00 - Receitas de Valores Mobiliários;1935628,17;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Outras Deduções da Receita;RO1.3.2.0.00.00.00;1.3.2.0.00.00.00 - Receitas de Valores Mobiliários;18001,53;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.3.2.5.00.00.00;1.3.2.5.00.00.00 - Remuneração de Depósitos Bancários;71776,64;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.3.2.8.00.00.00;1.3.2.8.00.00.00 - Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor;1863851,53;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Outras Deduções da Receita;RO1.3.2.8.00.00.00;1.3.2.8.00.00.00 - Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor;18001,53;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.6.0.0.00.00.00;1.6.0.0.00.00.00 - Receita de Serviços;193826,59;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.6.0.0.26.00.00;1.6.0.0.26.00.00 - Serviços de Fornecimento de Água;33595,09;1972
2014;Prefeitura Municipal de Barra do Rio Azul - RS;4301925;RS;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.6.0.0.99.00.00;1.6.0.0.99.00.00 - Demais Receitas de Serviços;160231,50;1972
