exercicio;instituicao;cod_ibge;uf;anexo;rotulo;coluna;cod_conta;conta;valor;populacao
2014;Prefeitura Municipal de Nova Bandeirantes - MT;5106158;MT;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;TotalReceitas;Total Receitas;28138017,72;13343
2014;Prefeitura Municipal de Nova Bandeirantes - MT;5106158;MT;DCA-Anexo I-C;NA;Deduções - FUNDEB;TotalReceitas;Total Receitas;2763588,67;13343
2014;Prefeitura Municipal de Nova Bandeirantes - MT;5106158;MT;DCA-Anexo I-C;NA;Outras Deduções da Receita;TotalReceitas;Total Receitas;26717,35;13343
2014;Prefeitura Municipal de Nova Bandeirantes - MT;5106158;MT;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.0.0.0.00.00.00;1.0.0.0.00.00.00 - Receitas Correntes;26372617,27;13343
2014;Prefeitura Municipal de Nova Bandeirantes - MT;5106158;MT;DCA-Anexo I-C;NA;Deduções - FUNDEB;RO1.0.0.0.00.00.00;1.0.0.0.00.00.00 - Receitas Correntes;2763588,67;13343
2014;Prefeitura Municipal de Nova Bandeirantes - MT;5106158;MT;DCA-Anexo I-C;NA;Outras Deduções da Receita;RO1.0.0.0.00.00.00;1.0.0.0.00.00.00 - Receitas Correntes;26717,35;13343
2014;Prefeitura Municipal de Nova Bandeirantes - MT;5106158;MT;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.0.0.00.00.00;1.1.0.0.00.00.00 - Receita Tributária;1255181,78;13343
2014;Prefeitura Municipal de Nova Bandeirantes - MT;5106158;MT;DCA-Anexo I-C;NA;Outras Deduções da Receita;RO1.1.0.0.00.00.00;1.1.0.0.00.00.00 - Receita Tributária;22670,14;13343
2014;Prefeitura Municipal de Nova Bandeirantes - MT;5106158;MT;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.0.00.00.00;1.1.1.0.00.00.00 - Impostos;1153578,09;13343
2014;Prefeitura Municipal de Nova Bandeirantes - MT;5106158;MT;DCA-Anexo I-C;NA;Outras Deduções da Receita;RO1.1.1.0.00.00.00;1.1.1.0.00.00.00 - Impostos;22527,72;13343
