exercicio;instituicao;cod_ibge;uf;anexo;rotulo;coluna;cod_conta;conta;valor;populacao
2014;Prefeitura Municipal de Cássia dos Coqueiros - SP;3510906;SP;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;TotalReceitas;Total Receitas;14691572,59;2640
2014;Prefeitura Municipal de Cássia dos Coqueiros - SP;3510906;SP;DCA-Anexo I-C;NA;Deduções - FUNDEB;TotalReceitas;Total Receitas;1841324,37;2640
2014;Prefeitura Municipal de Cássia dos Coqueiros - SP;3510906;SP;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.0.0.0.00.00.00;1.0.0.0.00.00.00 - Receitas Correntes;14691572,59;2640
2014;Prefeitura Municipal de Cássia dos Coqueiros - SP;3510906;SP;DCA-Anexo I-C;NA;Deduções - FUNDEB;RO1.0.0.0.00.00.00;1.0.0.0.00.00.00 - Receitas Correntes;1841324,37;2640
2014;Prefeitura Municipal de Cássia dos Coqueiros - SP;3510906;SP;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.0.0.00.00.00;1.1.0.0.00.00.00 - Receita Tributária;266252,72;2640
2014;Prefeitura Municipal de Cássia dos Coqueiros - SP;3510906;SP;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.0.00.00.00;1.1.1.0.00.00.00 - Impostos;256584,28;2640
2014;Prefeitura Municipal de Cássia dos Coqueiros - SP;3510906;SP;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.2.00.00.00;1.1.1.2.00.00.00 - Impostos sobre o Patrimônio e a Renda;209879,73;2640
2014;Prefeitura Municipal de Cássia dos Coqueiros - SP;3510906;SP;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.2.01.00.00;1.1.1.2.01.00.00 - Imposto sobre a Propriedade Territorial Rural - ITR;24231,95;2640
2014;Prefeitura Municipal de Cássia dos Coqueiros - SP;3510906;SP;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.2.02.00.00;1.1.1.2.02.00.00 - Imposto sobre a Propriedade Predial e Territorial Urbana ¿ IPTU;65231,95;2640
2014;Prefeitura Municipal de Cássia dos Coqueiros - SP;3510906;SP;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.2.04.00.00;1.1.1.2.04.00.00 - Imposto sobre a Renda e Proventos de Qualquer Natureza ¿ IR;31460,32;2640
2014;Prefeitura Municipal de Cássia dos Coqueiros - SP;3510906;SP;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.2.04.31.00;1.1.1.2.04.31.00 - Retido nas Fontes - Trabalho;23238,92;2640
2014;Prefeitura Municipal de Cássia dos Coqueiros - SP;3510906;SP;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.2.04.34.00;1.1.1.2.04.34.00 - Retido nas Fontes - Outros Rendimentos;8221,40;2640
2014;Prefeitura Municipal de Cássia dos Coqueiros - SP;3510906;SP;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.2.08.00.00;"1.1.1.2.08.00.00 - Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis ¿ ITBI";88955,51;2640
2014;Prefeitura Municipal de Cássia dos Coqueiros - SP;3510906;SP;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.3.00.00.00;1.1.1.3.00.00.00 - Impostos sobre a Produção e a Circulação;46704,55;2640
2014;Prefeitura Municipal de Cássia dos Coqueiros - SP;3510906;SP;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.3.05.00.00;1.1.1.3.05.00.00 - Imposto sobre Serviços de Qualquer Natureza ¿ ISSQN;46704,55;2640
2014;Prefeitura Municipal de Cássia dos Coqueiros - SP;3510906;SP;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.2.0.00.00.00;1.1.2.0.00.00.00 - Taxas;9668,44;2640
