exercicio;instituicao;cod_ibge;uf;anexo;rotulo;coluna;cod_conta;conta;valor;populacao
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;TotalReceitas;Total Receitas;18079455,42;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Deduções - Transferências Constitucionais;TotalReceitas;Total Receitas;2401765,02;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Outras Deduções da Receita;TotalReceitas;Total Receitas;25433,13;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.0.0.0.00.00.00;1.0.0.0.00.00.00 - Receitas Correntes;16661117,74;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Deduções - Transferências Constitucionais;RO1.0.0.0.00.00.00;1.0.0.0.00.00.00 - Receitas Correntes;2401765,02;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Outras Deduções da Receita;RO1.0.0.0.00.00.00;1.0.0.0.00.00.00 - Receitas Correntes;20198,43;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.0.0.00.00.00;1.1.0.0.00.00.00 - Receita Tributária;763150,66;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Outras Deduções da Receita;RO1.1.0.0.00.00.00;1.1.0.0.00.00.00 - Receita Tributária;5499,97;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.0.00.00.00;1.1.1.0.00.00.00 - Impostos;645898,52;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Outras Deduções da Receita;RO1.1.1.0.00.00.00;1.1.1.0.00.00.00 - Impostos;5379,97;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.2.00.00.00;1.1.1.2.00.00.00 - Impostos sobre o Patrimônio e a Renda;429454,81;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Outras Deduções da Receita;RO1.1.1.2.00.00.00;1.1.1.2.00.00.00 - Impostos sobre o Patrimônio e a Renda;5379,97;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.2.02.00.00;1.1.1.2.02.00.00 - Imposto sobre a Propriedade Predial e Territorial Urbana ¿ IPTU;361883,09;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Outras Deduções da Receita;RO1.1.1.2.02.00.00;1.1.1.2.02.00.00 - Imposto sobre a Propriedade Predial e Territorial Urbana ¿ IPTU;4992,03;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.2.08.00.00;"1.1.1.2.08.00.00 - Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis ¿ ITBI";67571,72;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Outras Deduções da Receita;RO1.1.1.2.08.00.00;"1.1.1.2.08.00.00 - Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis ¿ ITBI";387,94;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.3.00.00.00;1.1.1.3.00.00.00 - Impostos sobre a Produção e a Circulação;216443,71;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.3.05.00.00;1.1.1.3.05.00.00 - Imposto sobre Serviços de Qualquer Natureza ¿ ISSQN;216443,71;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.2.0.00.00.00;1.1.2.0.00.00.00 - Taxas;117252,14;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Outras Deduções da Receita;RO1.1.2.0.00.00.00;1.1.2.0.00.00.00 - Taxas;120,00;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.2.1.00.00.00;1.1.2.1.00.00.00 - Taxas pelo Exercício do Poder de Polícia;72996,36;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.2.2.00.00.00;1.1.2.2.00.00.00 - Taxas pela Prestação de Serviços;44255,78;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Outras Deduções da Receita;RO1.1.2.2.00.00.00;1.1.2.2.00.00.00 - Taxas pela Prestação de Serviços;120,00;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.2.0.0.00.00.00;1.2.0.0.00.00.00 - Receitas de Contribuições;58401,51;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.2.3.0.00.00.00;1.2.3.0.00.00.00 - Contribuição para Custeio do Serviço de Iluminação Pública;58401,51;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.3.0.0.00.00.00;1.3.0.0.00.00.00 - Receita Patrimonial;182063,03;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Outras Deduções da Receita;RO1.3.0.0.00.00.00;1.3.0.0.00.00.00 - Receita Patrimonial;14698,46;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.3.2.0.00.00.00;1.3.2.0.00.00.00 - Receitas de Valores Mobiliários;182063,03;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Outras Deduções da Receita;RO1.3.2.0.00.00.00;1.3.2.0.00.00.00 - Receitas de Valores Mobiliários;14698,46;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.3.2.5.00.00.00;1.3.2.5.00.00.00 - Remuneração de Depósitos Bancários;182063,03;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Outras Deduções da Receita;RO1.3.2.5.00.00.00;1.3.2.5.00.00.00 - Remuneração de Depósitos Bancários;14698,46;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.6.0.0.00.00.00;1.6.0.0.00.00.00 - Receita de Serviços;205202,58;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.6.0.0.99.00.00;1.6.0.0.99.00.00 - Demais Receitas de Serviços;205202,58;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.7.0.0.00.00.00;1.7.0.0.00.00.00 - Transferências Correntes;15380267,35;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Deduções - Transferências Constitucionais;RO1.7.0.0.00.00.00;1.7.0.0.00.00.00 - Transferências Correntes;2401765,02;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.7.2.0.00.00.00;1.7.2.0.00.00.00 - Transferências Intergovernamentais;15332796,89;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Deduções - Transferências Constitucionais;RO1.7.2.0.00.00.00;1.7.2.0.00.00.00 - Transferências Intergovernamentais;2401765,02;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.7.2.1.00.00.00;1.7.2.1.00.00.00 - Transferências da União;7420290,00;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Deduções - Transferências Constitucionais;RO1.7.2.1.00.00.00;1.7.2.1.00.00.00 - Transferências da União;1136301,22;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.7.2.1.01.00.00;1.7.2.1.01.00.00 - Participação na Receita da União;5888096,66;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Deduções - Transferências Constitucionais;RO1.7.2.1.01.00.00;1.7.2.1.01.00.00 - Participação na Receita da União;1131312,70;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.7.2.1.01.02.00;1.7.2.1.01.02.00 - Cota-Parte do Fundo de Participação dos Municípios ¿ FPM;5885269,05;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Deduções - Transferências Constitucionais;RO1.7.2.1.01.02.00;1.7.2.1.01.02.00 - Cota-Parte do Fundo de Participação dos Municípios ¿ FPM;1130747,27;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.7.2.1.01.05.00;1.7.2.1.01.05.00 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural ¿ ITR;2827,61;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Deduções - Transferências Constitucionais;RO1.7.2.1.01.05.00;1.7.2.1.01.05.00 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural ¿ ITR;565,43;4338
2014;Prefeitura Municipal de Nova Itaberaba - SC;4211454;SC;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.7.2.1.22.00.00;1.7.2.1.22.00.00 - Transferências da Compensação Financeira pela Exploração de Recursos Naturais;96524,41;4338
