exercicio;instituicao;cod_ibge;uf;anexo;rotulo;coluna;cod_conta;conta;valor;populacao
2014;Prefeitura Municipal de Alfredo Chaves - ES;3200300;ES;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;TotalReceitas;Total Receitas;47340410,87;14916
2014;Prefeitura Municipal de Alfredo Chaves - ES;3200300;ES;DCA-Anexo I-C;NA;Deduções - FUNDEB;TotalReceitas;Total Receitas;4467571,98;14916
2014;Prefeitura Municipal de Alfredo Chaves - ES;3200300;ES;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.0.0.0.00.00.00;1.0.0.0.00.00.00 - Receitas Correntes;44142066,48;14916
2014;Prefeitura Municipal de Alfredo Chaves - ES;3200300;ES;DCA-Anexo I-C;NA;Deduções - FUNDEB;RO1.0.0.0.00.00.00;1.0.0.0.00.00.00 - Receitas Correntes;4467571,98;14916
2014;Prefeitura Municipal de Alfredo Chaves - ES;3200300;ES;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.0.0.00.00.00;1.1.0.0.00.00.00 - Receita Tributária;3628056,67;14916
2014;Prefeitura Municipal de Alfredo Chaves - ES;3200300;ES;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.0.00.00.00;1.1.1.0.00.00.00 - Impostos;3443046,28;14916
2014;Prefeitura Municipal de Alfredo Chaves - ES;3200300;ES;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.2.00.00.00;1.1.1.2.00.00.00 - Impostos sobre o Patrimônio e a Renda;801277,64;14916
2014;Prefeitura Municipal de Alfredo Chaves - ES;3200300;ES;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.2.02.00.00;1.1.1.2.02.00.00 - Imposto sobre a Propriedade Predial e Territorial Urbana ¿ IPTU;250999,18;14916
2014;Prefeitura Municipal de Alfredo Chaves - ES;3200300;ES;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.2.04.00.00;1.1.1.2.04.00.00 - Imposto sobre a Renda e Proventos de Qualquer Natureza ¿ IR;338590,49;14916
2014;Prefeitura Municipal de Alfredo Chaves - ES;3200300;ES;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.2.04.31.00;1.1.1.2.04.31.00 - Retido nas Fontes - Trabalho;337862,52;14916
2014;Prefeitura Municipal de Alfredo Chaves - ES;3200300;ES;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.2.04.34.00;1.1.1.2.04.34.00 - Retido nas Fontes - Outros Rendimentos;727,97;14916
2014;Prefeitura Municipal de Alfredo Chaves - ES;3200300;ES;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.2.08.00.00;"1.1.1.2.08.00.00 - Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis ¿ ITBI";211687,97;14916
2014;Prefeitura Municipal de Alfredo Chaves - ES;3200300;ES;DCA-Anexo I-C;NA;Receitas Brutas Realizadas;RO1.1.1.3.00.00.00;1.1.1.3.00.00.00 - Impostos sobre a Produção e a Circulação;2641768,64;14916
